,tweet_source,tweet_text,tweet_date,tweet_vader_score,tweet_pos_score,tweet_neu_score,tweet_neg_score
413,Fox News,Rhino rescue? Scientists may hold key to saving northern white rhinoceros from extinction  https://t.co/VUifTtCbTk,Thu Nov 08 03:29:00 +0000 2018,0.5106,0.202,0.798,0.0
414,Fox News,"RT @FoxBusiness: Rick Scott: ""Socialism will not happen in our nation, and it's not going to happen under my watch."" https://t.co/CLNOuNnGNo",Thu Nov 08 03:23:02 +0000 2018,0.0,0.0,1.0,0.0
415,Fox News,"Democrat Colin Allred, who unseated Rep. Pete Sessions, won't say if he'll back Pelosi https://t.co/mNox8bKgiA",Thu Nov 08 03:23:00 +0000 2018,0.0,0.0,1.0,0.0
416,Fox News,Surveillance video shows Michigan woman reportedly reversing car into store https://t.co/tJr2cUsZ8a,Thu Nov 08 03:16:01 +0000 2018,0.0,0.0,1.0,0.0
417,Fox News,".@senatemajldr Mitch McConnell said Wednesday that Democrats and Republicans will have to address health care ""on a… https://t.co/xF54bEhvOA",Thu Nov 08 03:11:00 +0000 2018,0.4939,0.158,0.842,0.0
418,Fox News,Woman finds her diamond before proposal and 'ring shames' herself https://t.co/uoLHUxHeBD,Thu Nov 08 03:04:00 +0000 2018,-0.0772,0.17,0.638,0.191
419,Fox News,McDonald's customers’ $5M lawsuit over unwanted Quarter Pounder cheese dismissed by judge https://t.co/yBEvL4cAFK,Thu Nov 08 03:01:47 +0000 2018,-0.4215,0.0,0.743,0.257
420,CNN,RT @TheLeadCNN: Washington state officials warn that the measles outbreak in the state may get worse. There have been 37 cases so far this…,Wed Jan 30 23:12:06 +0000 2019,-0.5423,0.0,0.83,0.17
421,CNN,"White House press secretary Sarah Sanders said she believes God wanted President Trump to win the 2016 election, th… https://t.co/ZlFzva7GIy",Wed Jan 30 23:08:02 +0000 2019,0.7096,0.247,0.753,0.0
422,CNN,"Visiting Atlanta for the Super Bowl? The downtown area is home to a host of densely packed attractions, but the cit… https://t.co/9DQivUWjEr",Wed Jan 30 22:59:31 +0000 2019,0.5187,0.186,0.814,0.0
423,CNN,"Watch food coloring and boiling water become a science experiment in Chicago, creating colorful snow in frigid temp… https://t.co/NrdQqPUp3l",Wed Jan 30 22:55:19 +0000 2019,0.296,0.115,0.885,0.0
424,CNN,Volkswagen's emissions rigging scandal nearly killed diesel car sales. Now the company says they're making a comeba… https://t.co/p0YvkEr4aW,Wed Jan 30 22:51:13 +0000 2019,-0.8126,0.0,0.67,0.33
425,CNN,"This cave sheltered some of the first known humans 300,000 years ago https://t.co/qH4NmZ1dmF https://t.co/oJrTfgVHsh",Wed Jan 30 22:43:07 +0000 2019,0.0,0.0,1.0,0.0
426,CNN,14-year old Grant Thompson was trying to add a friend to a group FaceTime chat when he discovered the Apple bug tha… https://t.co/XFk8gve3NL,Wed Jan 30 22:38:25 +0000 2019,0.6908,0.231,0.769,0.0
427,CNN,RT @TheLeadCNN: “It’s become the go-to health care idea for 2020 Democratic candidates ... But what exactly is Medicare-for-all all about?”…,Wed Jan 30 22:29:53 +0000 2019,0.4939,0.138,0.862,0.0
428,CNN,"RT @CNNSitRoom: .@wolfblitzer : “You’re headed to New Hampshire tomorrow. Are you about to announce your candidacy?”

Democrat @RepSwalwell…",Wed Jan 30 22:29:42 +0000 2019,0.0,0.0,1.0,0.0
429,CNN,Tesla is still profitable — it's just not as much as investors hoped. The electric car company fell short of Wall S… https://t.co/MLWYwHsHm6,Wed Jan 30 22:29:33 +0000 2019,0.6705,0.216,0.784,0.0
430,CNN,"Microsoft's revenue jumped 12% to hit $32.47 billion during its most recent quarter, fueled in part by the company'… https://t.co/sbGRixxw7m",Wed Jan 30 22:20:53 +0000 2019,0.0,0.0,1.0,0.0
431,CNN,"BTS' V just dropped a new solo single titled ""Scenery."" The K-pop artist, whose real name is Kim Taehyung, self-com… https://t.co/DBmTyowfU7",Wed Jan 30 22:12:12 +0000 2019,0.0,0.0,1.0,0.0
432,CNN,The Supreme Court cleared the way for a policy banning most transgender individuals from serving in the military to… https://t.co/KsUn3r5eYV,Wed Jan 30 22:08:06 +0000 2019,0.6124,0.227,0.773,0.0
433,CNN,"RT @TheLeadCNN: “Democrats are not against finishing up some fencing … the problem is, they’re just not going to do this big wall,” Democra…",Wed Jan 30 22:06:34 +0000 2019,-0.4019,0.0,0.891,0.109
434,CNN,Canada has confirmed a 14th case of unusual health symptoms experienced by some Canadian diplomatic staff and their… https://t.co/PXlqoDVEhY,Wed Jan 30 21:58:39 +0000 2019,0.0,0.0,1.0,0.0
435,CNN,"Due to the brutal cold, postal workers aren't delivering mail in parts of 10 states https://t.co/61KiQMZg1k https://t.co/R6WYor5D4D",Wed Jan 30 21:51:04 +0000 2019,-0.6249,0.0,0.796,0.204
436,CNN,RT @TheLeadCNN: A bipartisan group of lawmakers met to figure out how to avert another shutdown and how to offer both Trump and Democrats a…,Wed Jan 30 21:47:20 +0000 2019,-0.1779,0.0,0.931,0.069
437,CNN,Facebook's endless PR crises don't appear to be hurting its bottom line. The company posted a record $6.9 billion p… https://t.co/bsWSQe70C8,Wed Jan 30 21:45:55 +0000 2019,-0.4019,0.0,0.876,0.124
438,CNN,Rep. Eric Swalwell says he is close to making a decision about whether he plans to make a run for the White House i… https://t.co/xsQRkfIO9K,Wed Jan 30 21:39:35 +0000 2019,0.0,0.0,1.0,0.0
439,CNN,"It's so cold in parts of the Midwest, they can't deliver beer https://t.co/xJQ3tKjE7s https://t.co/o7OZRxhOy3",Wed Jan 30 21:31:09 +0000 2019,0.0,0.0,1.0,0.0
440,BBC News (World),Venezuela seeks curbs on opposition leader Juan Guaidó https://t.co/rsjZlLQTJ5,Tue Jan 29 22:06:04 +0000 2019,0.0,0.0,1.0,0.0
441,BBC News (World),"RT @BBCSport: Could we see changes in F1?

Concerns have been expressed over the future of the sport.

Read👉https://t.co/5c4mNMgzBQ https:/…",Tue Jan 29 22:00:26 +0000 2019,0.0,0.0,1.0,0.0
442,BBC News (World),"RT @BBCBreaking: UK MPs back Theresa May's bid to change #Brexit deal by requiring alternatives to Irish border ""backstop"" plan #Withdrawal…",Tue Jan 29 20:44:14 +0000 2019,0.0,0.0,1.0,0.0
443,BBC News (World),"RT @BBCBreaking: UK MPs back alternative move to stop no-deal #Brexit, in non-binding vote #WithdrawalAgreement https://t.co/TdJTR9KtkQ",Tue Jan 29 20:29:39 +0000 2019,-0.296,0.0,0.872,0.128
444,BBC News (World),RT @BBCBreaking: MPs reject plan aimed at preventing no-deal Brexit if Theresa May cannot get her deal through House of Commons https://t.c…,Tue Jan 29 19:58:24 +0000 2019,-0.4215,0.0,0.84,0.16
445,BBC News (World),Bruce McArthur: Who were Toronto serial killer's victims? https://t.co/ByX3bX1RUO,Tue Jan 29 19:35:18 +0000 2019,-0.3182,0.0,0.777,0.223
446,BBC News (World),Huawei: What do the US indictments say? https://t.co/INluqwm5iB,Tue Jan 29 19:19:30 +0000 2019,0.0,0.0,1.0,0.0
447,BBC News (World),Briton survives razor-blade attack in Somali jail https://t.co/jn4UGhp2e4,Tue Jan 29 18:59:06 +0000 2019,-0.4767,0.0,0.693,0.307
448,BBC News (World),Jussie Smollett: Empire star victim of suspected hate crime in Chicago https://t.co/5EgfnMEi6v,Tue Jan 29 18:52:00 +0000 2019,-0.8807,0.0,0.417,0.583
449,BBC News (World),RT @BBCNews: Post Offices in Northern Ireland run out of Irish passport forms amid #Brexit uncertainty https://t.co/Zn7mjd682N,Tue Jan 29 18:34:14 +0000 2019,-0.34,0.0,0.87,0.13
450,BBC News (World),RT @BBCNorthAmerica: The mystery of Toronto's gay village killings https://t.co/XtdzZqsYoI,Tue Jan 29 18:24:04 +0000 2019,-0.6705,0.0,0.667,0.333
451,BBC News (World),"Electrocution kills rhino, giraffe, two lions and two hyenas at South Africa's biggest national park https://t.co/HZw7NHpL4q",Tue Jan 29 18:10:31 +0000 2019,-0.5423,0.0,0.811,0.189
452,BBC News (World),"RT @BBCSport: Conor McGregor has been suspended for six months and fined $50,000 for his part in the ugly scenes which marred UFC 229 in Oc…",Tue Jan 29 17:50:57 +0000 2019,-0.7506,0.0,0.789,0.211
453,BBC News (World),"RT @BBCPolitics: EU leaders won't renegotiate the withdrawal agreement regardless of #Brexit vote, EU sources say - BBC Europe corresponden…",Tue Jan 29 17:38:40 +0000 2019,0.4812,0.15,0.799,0.05
454,BBC News (World),Sudan protests: Authorities order release of all detainees https://t.co/eYVIevcGr4,Tue Jan 29 16:40:47 +0000 2019,-0.2263,0.0,0.808,0.192
455,BBC News (World),"""She was ready to die""

Woman rescued from ""sea of mud"" after Brazil dam collapse

[Tap to expand]… https://t.co/s7jmdYAp9W",Tue Jan 29 16:35:01 +0000 2019,-0.4215,0.193,0.547,0.259
456,BBC News (World),US facing record low temperatures as #PolarVortex2019 hits https://t.co/WOvQCV4TS8,Tue Jan 29 16:24:07 +0000 2019,-0.2732,0.0,0.792,0.208
457,BBC News (World),Divorce referendum: Ireland to vote on separation restrictions https://t.co/0GopTOB97R,Tue Jan 29 15:50:14 +0000 2019,0.0,0.0,1.0,0.0
458,BBC News (World),#Brexit: Leo Varadkar to speak to Theresa May after votes https://t.co/39oUvwEKuJ,Tue Jan 29 15:26:10 +0000 2019,0.0,0.0,1.0,0.0
459,BBC News (World),"RT @BBCBreaking: Canadian Bruce McArthur admits killing eight men, most of them with links to Toronto's Gay Village neighbourhood https://t…",Tue Jan 29 15:25:18 +0000 2019,-0.4939,0.089,0.732,0.179
460,CBS News,"Polar vortex, blamed for at least 6 deaths, bringing cold air to Midwest https://t.co/0uIhqpeYhP https://t.co/AzbLfiN72C",Wed Jan 30 12:20:40 +0000 2019,-0.4767,0.0,0.807,0.193
461,CBS News,RT @CBSThisMorning: HISTORIC COLD: Cities across the Midwest are scrambling to protect people from the deadly polar vortex that's blasting…,Wed Jan 30 12:17:56 +0000 2019,0.3818,0.12,0.88,0.0
462,CBS News,"RT @CBSThisMorning: ""I have about 10 to 12 layers on. @NorahODonnell, It's freezing out here!"" -- @DeMarcoReports https://t.co/dvW0MCWMoM",Wed Jan 30 12:17:44 +0000 2019,-0.1759,0.0,0.909,0.091
463,CBS News,"RT @CBSThisMorning: ""Let's be honest, this is just ridiculous. The current wind chill in Chicago is 49 *below* zero."" 🥶 -- @DanielleWBZ4 ht…",Wed Jan 30 12:17:26 +0000 2019,0.2023,0.128,0.775,0.097
464,CBS News,"More than a week into a standoff with the U.S.-backed opposition in his country, Venezuelan President Nicolas Madur… https://t.co/DEzWY4t4UD",Wed Jan 30 12:05:35 +0000 2019,0.0,0.0,1.0,0.0
465,CBS News,"RT @CBSThisMorning: Next on @CBSThisMorning: 

➡️ @DeMarcoReports from Minneapolis on the deep-freeze

➡️ @DanaJacobson sits down with @Ton…",Wed Jan 30 11:40:59 +0000 2019,0.0,0.0,1.0,0.0
466,CBS News,Former NSA director offers his advice on deterring cyber attacks https://t.co/LeqCFxvUTu https://t.co/gjEj3lFR25,Wed Jan 30 11:32:48 +0000 2019,-0.4404,0.0,0.791,0.209
467,CBS News,Growing measles outbreak in Washington spreading fear among parents https://t.co/5MUN3FLNQD https://t.co/h1KW6gzW6M,Wed Jan 30 11:03:04 +0000 2019,-0.3612,0.122,0.647,0.23
468,CBS News,Deaths mount as U.S. ups pressure on Venezuela's Maduro https://t.co/iyHPpPRgtq https://t.co/yi5ozTcH6S,Wed Jan 30 10:48:03 +0000 2019,-0.296,0.0,0.82,0.18
469,CBS News,"Howard Schultz on an independent 2020 run: ""I think I can beat the system"" https://t.co/NynhXrRJic https://t.co/KXHc4C3KMn",Wed Jan 30 10:33:03 +0000 2019,0.0,0.0,1.0,0.0
470,CBS News,Super Bowl 2019: Meet the male cheerleaders making history https://t.co/NYESkCLl9g https://t.co/zQlfrvBgOG,Wed Jan 30 10:18:03 +0000 2019,0.7269,0.404,0.596,0.0
471,CBS News,Moving company accused of holding customers' belongings hostage https://t.co/p53XQXYMMI https://t.co/wgKAjqvDL1,Wed Jan 30 10:03:03 +0000 2019,-0.296,0.0,0.804,0.196
472,CBS News,Mother of U.S. Navy veteran held in Iran worried about her son's health https://t.co/N0eepoVp5A https://t.co/gA6OjvrJED,Wed Jan 30 09:48:04 +0000 2019,-0.296,0.0,0.864,0.136
473,CBS News,"Illinois police ""arrest"" Elsa for bringing polar vortex https://t.co/96iJSg1Ig3 https://t.co/cXAiWZVKxH",Wed Jan 30 09:33:04 +0000 2019,0.0,0.0,1.0,0.0
474,CBS News,"The shutdown is over, but immigration courts are in ""total chaos"" https://t.co/5sqF2VhJMV https://t.co/OHuHI06YKW",Wed Jan 30 09:18:03 +0000 2019,-0.7227,0.0,0.704,0.296
475,CBS News,"""Empire"" actor Jussie Smollett allegedly assaulted in possible hate crime https://t.co/AwgNYyx1qU https://t.co/cwy1kSRyEc",Wed Jan 30 09:03:03 +0000 2019,-0.891,0.0,0.459,0.541
476,CBS News,"Special counsel Robert Mueller probe ""close to being completed,"" acting attorney general says… https://t.co/U1ZLHJJcdl",Wed Jan 30 08:48:03 +0000 2019,0.4019,0.172,0.828,0.0
477,CBS News,Five million pieces of IRS mail went unopened during the shutdown https://t.co/n34IhZEIUI https://t.co/2p93mUTbRJ,Wed Jan 30 08:33:04 +0000 2019,0.0,0.0,1.0,0.0
478,CBS News,Polar vortex with life-threatening low temps targets Midwest and Northeast https://t.co/jF8jYWNwU4 https://t.co/aXkMUpuHG4,Wed Jan 30 08:18:03 +0000 2019,-0.2732,0.0,0.84,0.16
479,CBS News,"Howard Schultz on an independent 2020 run: ""I think I can beat the system"" https://t.co/NynhXrRJic https://t.co/YMPjRxuXe5",Wed Jan 30 08:03:04 +0000 2019,0.0,0.0,1.0,0.0
480,The New York Times,"""Perhaps Intelligence should go back to school,"" President Trump tweeted after his intelligence chiefs contradicted… https://t.co/Q7eMfbxSz9",Wed Jan 30 15:00:07 +0000 2019,0.7351,0.307,0.693,0.0
481,The New York Times,"RT @nytopinion: This month, Angela Merkel gave a rare account of her experience as a female politician, and her thoughts on feminism and ge…",Wed Jan 30 14:43:02 +0000 2019,0.0,0.0,1.0,0.0
482,The New York Times,"Chicago will be as cold as the Arctic on Wednesday. Parts of Alaska, on the other hand, are unseasonably warm. Here… https://t.co/iUK7AkS2b3",Wed Jan 30 14:30:10 +0000 2019,0.6249,0.203,0.797,0.0
483,The New York Times,"""People translated strong leadership to dictator, to distort reality."" Carlos Ghosn blamed rivals at Nissan for mis… https://t.co/6HRaMyDdRx",Wed Jan 30 14:14:07 +0000 2019,-0.2732,0.139,0.633,0.228
484,The New York Times,Morning Briefing: Here's what you need to know to start your day https://t.co/7S4RKgOc1B,Wed Jan 30 14:00:08 +0000 2019,0.0,0.0,1.0,0.0
485,The New York Times,RT @SarahMaslinNir: Lamekia Dockery begged to go to a hospital so much that guards came up with a solution: they put her in solitary. When…,Wed Jan 30 13:45:06 +0000 2019,0.3182,0.095,0.905,0.0
486,The New York Times,Amazon is responding to the backlash over its plans for a campus in Queens by adopting a new strategy to sway skept… https://t.co/3vnUpEfhks,Wed Jan 30 13:31:05 +0000 2019,0.1779,0.078,0.922,0.0
487,The New York Times,"Long cherished in his homeland of Jamaica, self-taught artist John Dunkley gets his first large museum survey in th… https://t.co/WlxQN9JgI7",Wed Jan 30 13:16:49 +0000 2019,0.5106,0.148,0.852,0.0
488,The New York Times,"Your daily @DealBook Briefing:

• Trade talks: Still far from a resolution

• A difficult road for Apple

• PG&amp;E ba… https://t.co/XjIhnC4KEG",Wed Jan 30 13:00:04 +0000 2019,-0.3612,0.0,0.865,0.135
489,The New York Times,The Trump administration's rosy view of the economy is increasingly diverging from a decidedly more cautious outloo… https://t.co/1LBz54kJ6p,Wed Jan 30 12:46:02 +0000 2019,-0.2433,0.0,0.89,0.11
490,The New York Times,The U.S. State Department said that it had given the Venezuelan opposition leader Juan Guaidó the right to control… https://t.co/OAvYDy4YmR,Wed Jan 30 12:30:13 +0000 2019,0.0,0.0,1.0,0.0
491,The New York Times,"For weeks, House Democrats have found their agenda overshadowed by the struggle to reopen the government. Now that… https://t.co/8DyjsteiJS",Wed Jan 30 12:15:02 +0000 2019,-0.3182,0.0,0.887,0.113
492,The New York Times,"RT @globaldan: Last week, I asked people on Twitter to tell me about their experiences at Christian schools. Hundreds wrote to me. They sha…",Wed Jan 30 12:00:06 +0000 2019,0.0,0.0,1.0,0.0
493,The New York Times,"Chris Christie issued a sharply personal attack on Jared Kushner's father on Tuesday, saying he had committed a ""lo… https://t.co/LJr0UDdh7T",Wed Jan 30 11:46:03 +0000 2019,-0.25,0.099,0.755,0.146
494,The New York Times,A new American intelligence assessment of global threats has concluded that North Korea is unlikely to give up its… https://t.co/ePdVhORmiP,Wed Jan 30 11:29:04 +0000 2019,0.0772,0.135,0.742,0.122
495,The New York Times,"What is causing such extreme weather across the United States? The polar vortex, a system of wind and cold air over… https://t.co/4Mo7nbjmNl",Wed Jan 30 11:15:07 +0000 2019,0.4215,0.123,0.877,0.0
496,The New York Times,Morning Briefing: Here's what you need to know to start your day https://t.co/OAGfkkypPJ,Wed Jan 30 11:10:06 +0000 2019,0.0,0.0,1.0,0.0
497,The New York Times,"They were once on death row, each for crimes they maintained they did not commit. Now that their convictions have b… https://t.co/czbVRVStSc",Wed Jan 30 11:00:25 +0000 2019,-0.6992,0.0,0.776,0.224
498,The New York Times,"""There's no negotiation between the EU and the UK — that negotiation is finished,"" said the EU's deputy chief negot… https://t.co/SDr4YaviiC",Wed Jan 30 10:44:06 +0000 2019,-0.296,0.0,0.896,0.104
499,The New York Times,"Jussie Smollett, one of the stars of the TV show ""Empire,"" was attacked in Chicago by two people who yelled racial… https://t.co/PRxTvf5afv",Wed Jan 30 10:31:03 +0000 2019,-0.4588,0.0,0.875,0.125
